hidden_layer_sizes,activation,learning_rate,lam,alpha,tol,batch_size,shuffle,max_iter,score
"[32, 32]",relu,0.003,5e-05,0.0,1e-05,32,False,3000,1.3355261061684078
"[64, 64]",relu,0.003,5e-05,0.0,1e-05,32,True,3000,1.337127503237941
"[32, 32]",relu,0.003,5e-05,0.0,1e-05,32,True,3000,1.3377787934940275
"[64, 64]",relu,0.003,0.0001,0.7,1e-05,32,False,3000,1.3384917427662752
"[32, 32]",relu,0.003,0.0001,0.9,1e-05,32,True,3000,1.3396966310649112
"[64, 64]",relu,0.003,0.0001,0.9,1e-05,32,True,3000,1.3397305964185044
"[32, 32]",relu,0.003,5e-05,0.0,1e-05,64,True,3000,1.3411005720116118
"[64, 64]",relu,0.001,5e-05,0.7,1e-05,32,False,3000,1.3415248581325714
"[64, 64]",relu,0.1,0.0,0.7,1e-05,32,True,3000,1.342035906637428
"[64, 64]",relu,0.003,0.0001,0.9,1e-05,64,True,3000,1.342139717680476
"[32, 32]",relu,0.003,0.0001,0.9,1e-05,32,False,3000,1.3428586615179932
"[32, 32]",relu,0.003,0.0001,0.9,1e-05,64,True,3000,1.342986265521681
"[32, 32]",relu,0.003,0.0001,0.7,1e-05,32,False,3000,1.3459966843085536
"[32, 32]",relu,0.003,0.0001,0.9,1e-05,64,False,3000,1.3471117490539184
"[64, 64]",relu,0.003,0.0001,0.7,1e-05,64,True,3000,1.3507533217625265
"[64, 64]",relu,0.003,0.0001,0.7,1e-05,32,True,3000,1.351509681240019
"[64, 64]",relu,0.001,5e-05,0.9,1e-05,64,False,3000,1.352677136154266
"[32, 32]",relu,0.003,0.0001,0.7,1e-05,32,True,3000,1.3533566729686406
"[64, 64]",relu,0.001,5e-05,0.7,1e-05,64,False,3000,1.3535698223734125
"[32, 32]",relu,0.003,0.0001,0.7,1e-05,64,False,3000,1.3541725073416926
"[64, 64]",relu,0.05,0.0,0.7,1e-05,64,True,3000,1.3552848477155512
"[32, 32]",relu,0.1,0.0,0.7,1e-05,64,True,3000,1.3559508323549287
"[32, 32]",relu,0.003,0.0001,0.7,1e-05,64,True,3000,1.3559978163419426
"[64, 64]",relu,0.001,5e-05,0.9,1e-05,32,False,3000,1.356203289241362
"[64, 64]",relu,0.05,0.0,0.9,1e-05,64,True,3000,1.356771895642222
"[64, 64]",relu,0.001,5e-05,0.9,1e-05,64,True,3000,1.3575088551641874
"[32, 32]",relu,0.03,0.0,0.7,1e-05,32,True,3000,1.3592534281559874
"[32, 32]",relu,0.03,0.0,0.0,1e-05,32,False,3000,1.3595472383781
"[32, 32]",relu,0.001,5e-05,0.7,1e-05,64,False,3000,1.3602362687712866
"[64, 64]",relu,0.03,0.0,0.7,1e-05,64,False,3000,1.3602363389632002
"[64, 64]",relu,0.001,5e-05,0.7,1e-05,64,True,3000,1.361769932512551
"[64, 64]",relu,0.03,0.0,0.0,1e-05,32,False,3000,1.3630102479514294
"[32, 32]",relu,0.001,5e-05,0.9,1e-05,32,False,3000,1.3652065231013546
"[32, 32]",relu,0.1,0.0,0.0,1e-05,64,True,3000,1.3668038860413056
"[64, 64]",relu,0.03,0.0,0.9,1e-05,64,False,3000,1.3689330623678075
"[32, 32]",relu,0.05,0.0,0.7,1e-05,64,False,3000,1.3692568164429133
"[32, 32]",relu,0.001,5e-05,0.9,1e-05,64,False,3000,1.3705251340607845
"[64, 64]",relu,0.05,0.0,0.0,1e-05,64,True,3000,1.3732169149351416
"[32, 32]",relu,0.001,5e-05,0.7,1e-05,32,False,3000,1.3776615396499616
"[32, 32]",relu,0.001,5e-05,0.7,1e-05,64,True,3000,1.3777990101565942
"[32, 32]",relu,0.05,0.0,0.9,1e-05,64,False,3000,1.3778066318553135
"[64, 64]",relu,0.1,0.0,0.9,1e-05,64,True,3000,1.3800245036596028
"[64, 64]",relu,0.001,5e-05,0.0,1e-05,64,False,3000,1.380919440634013
"[32, 32]",relu,0.001,5e-05,0.9,1e-05,64,True,3000,1.3819667942917833
"[64, 64]",relu,0.003,0.0001,0.0,1e-05,64,False,3000,1.3844858843139367
"[32, 32]",relu,0.05,0.0,0.0,1e-05,32,True,3000,1.385455232633518
"[64, 64]",relu,0.001,5e-05,0.0,1e-05,64,True,3000,1.386129384633456
"[64, 64]",relu,0.1,0.0,0.9,1e-05,32,True,3000,1.3906592519598389
"[64, 64]",relu,0.001,0.0001,0.9,1e-05,64,False,3000,1.3928602423651129
"[64, 64]",relu,0.1,0.0,0.7,1e-05,64,True,3000,1.392955198874473
"[32, 32]",relu,0.05,0.0,0.0,1e-05,32,False,3000,1.3938849641527606
"[32, 32]",relu,0.001,5e-05,0.0,1e-05,64,True,3000,1.3941125113181438
"[64, 64]",relu,0.001,5e-05,0.9,1e-05,32,True,3000,1.395890747113652
"[32, 32]",relu,0.001,5e-05,0.9,1e-05,32,True,3000,1.3960179920222713
"[32, 32]",relu,0.003,0.0001,0.0,1e-05,64,False,3000,1.3962225016730363
"[64, 64]",relu,0.1,0.0,0.0,1e-05,64,True,3000,1.398465348635367
"[64, 64]",relu,0.05,0.0,0.9,1e-05,32,True,3000,1.4016504644853514
"[32, 32]",relu,0.03,0.0,0.9,1e-05,32,True,3000,1.4017242880604464
"[32, 32]",relu,0.001,5e-05,0.0,1e-05,64,False,3000,1.4019269702598742
"[32, 32]",relu,0.001,5e-05,0.0,1e-05,32,False,3000,1.402050027944303
"[32, 32]",relu,0.1,0.0,0.7,1e-05,64,False,3000,1.4024533945908593
"[32, 32]",relu,0.003,0.0001,0.0,1e-05,64,True,3000,1.4029773188896684
"[64, 64]",relu,0.05,0.0,0.0,1e-05,32,True,3000,1.403242951473065
"[64, 64]",relu,0.001,0.0001,0.7,1e-05,64,False,3000,1.405674844425032
"[64, 64]",relu,0.001,5e-05,0.0,1e-05,32,False,3000,1.4073520854689745
"[32, 32]",relu,0.1,0.0,0.7,1e-05,32,True,3000,1.4074779510404372
"[64, 64]",relu,0.03,0.0,0.0,1e-05,32,True,3000,1.4092158210673027
"[64, 64]",relu,0.001,5e-05,0.7,1e-05,32,True,3000,1.4092447982513192
"[64, 64]",relu,0.1,0.0,0.0,1e-05,64,False,3000,1.41039271000971
"[32, 32]",relu,0.001,0.0001,0.9,1e-05,64,False,3000,1.4133297322659797
"[32, 32]",relu,0.05,0.0,0.9,1e-05,32,True,3000,1.4139248479823072
"[64, 64]",relu,0.001,0.0001,0.7,1e-05,64,True,3000,1.4139695071064078
"[32, 32]",relu,0.001,0.0001,0.7,1e-05,64,False,3000,1.4158459169948348
"[64, 64]",relu,0.001,0.0001,0.9,1e-05,64,True,3000,1.4166577795597866
"[32, 32]",relu,0.001,5e-05,0.7,1e-05,32,True,3000,1.4180680125892988
"[32, 32]",relu,0.05,0.0,0.7,1e-05,32,True,3000,1.4188866553409236
"[64, 64]",relu,0.1,0.0,0.0,1e-05,32,True,3000,1.4227889748832998
"[64, 64]",relu,0.1,0.0,0.7,1e-05,64,False,3000,1.423130545741569
"[64, 64]",relu,0.003,0.0001,0.0,1e-05,64,True,3000,1.4263452058911688
"[64, 64]",relu,0.03,0.0,0.9,1e-05,32,True,3000,1.427503193465123
"[64, 64]",relu,0.1,0.0,0.7,1e-05,32,False,3000,1.4279078010582111
"[64, 64]",relu,0.1,0.0,0.9,1e-05,64,False,3000,1.4285915280044543
"[64, 64]",relu,0.05,0.0,0.7,1e-05,64,False,3000,1.4287052790574986
"[64, 64]",relu,0.001,0.0001,0.0,1e-05,64,False,3000,1.4299834042641588
"[32, 32]",relu,0.003,0.0001,0.0,1e-05,32,False,3000,1.430781806412764
"[32, 32]",relu,0.001,0.0001,0.9,1e-05,64,True,3000,1.4310626173849477
"[64, 64]",relu,0.001,5e-05,0.0,1e-05,32,True,3000,1.4327448822033058
"[32, 32]",relu,0.001,0.0001,0.7,1e-05,64,True,3000,1.4334081190416088
"[32, 32]",relu,0.001,5e-05,0.0,1e-05,32,True,3000,1.433614528203078
"[32, 32]",relu,0.03,0.0,0.7,1e-05,32,False,3000,1.4354052670895112
"[32, 32]",relu,0.001,0.0001,0.0,1e-05,64,False,3000,1.438723727664792
"[64, 64]",relu,0.003,0.0001,0.0,1e-05,32,False,3000,1.439140618785477
"[32, 32]",relu,0.003,0.0001,0.0,1e-05,32,True,3000,1.4393935197070904
"[64, 64]",relu,0.003,0.0001,0.0,1e-05,32,True,3000,1.439778616658504
"[32, 32]",relu,0.1,0.0,0.0,1e-05,32,True,3000,1.4403532324533814
"[32, 32]",relu,0.03,0.0,0.9,1e-05,32,False,3000,1.4408239430068577
"[32, 32]",relu,0.05,0.0,0.7,1e-05,32,False,3000,1.4415741651916338
"[32, 32]",relu,0.001,0.0001,0.9,1e-05,32,True,3000,1.4422506974472835
"[64, 64]",relu,0.001,0.0001,0.9,1e-05,32,True,3000,1.4424674270765947
"[64, 64]",relu,0.001,0.0001,0.9,1e-05,32,False,3000,1.4425660042689412
"[32, 32]",relu,0.001,0.0001,0.9,1e-05,32,False,3000,1.442740511924662
"[64, 64]",relu,0.03,0.0,0.7,1e-05,32,True,3000,1.4429110272972785
"[32, 32]",relu,0.001,0.0001,0.7,1e-05,32,True,3000,1.444053007962992
"[32, 32]",relu,0.001,0.0001,0.7,1e-05,32,False,3000,1.444149058482146
"[64, 64]",relu,0.001,0.0001,0.7,1e-05,32,True,3000,1.4441833385355392
"[64, 64]",relu,0.001,0.0001,0.7,1e-05,32,False,3000,1.444207510043214
"[64, 64]",relu,0.001,0.0001,0.0,1e-05,64,True,3000,1.444770116261226
"[32, 32]",relu,0.1,0.0,0.9,1e-05,64,False,3000,1.4484718787578876
"[64, 64]",relu,0.05,0.0,0.9,1e-05,64,False,3000,1.4490577385948684
"[32, 32]",relu,0.1,0.0,0.9,1e-05,32,True,3000,1.4501925973678236
"[32, 32]",relu,0.1,0.0,0.7,1e-05,32,False,3000,1.4543983006393648
"[32, 32]",relu,0.05,0.0,0.9,1e-05,32,False,3000,1.455525001838562
"[32, 32]",relu,0.001,0.0001,0.0,1e-05,64,True,3000,1.4571563364743356
"[64, 64]",relu,0.001,0.0001,0.0,1e-05,32,True,3000,1.4601287942883927
"[32, 32]",relu,0.001,0.0001,0.0,1e-05,32,True,3000,1.460975896752141
"[64, 64]",relu,0.05,0.0,0.9,1e-05,32,False,3000,1.4661045782683924
"[32, 32]",relu,0.001,0.0001,0.0,1e-05,32,False,3000,1.46744011344978
"[64, 64]",relu,0.001,0.0001,0.0,1e-05,32,False,3000,1.468197066425584
"[64, 64]",relu,0.03,0.0,0.9,1e-05,32,False,3000,1.4813480674579165
"[64, 64]",relu,0.05,0.0,0.7,1e-05,32,True,3000,1.4822113457058914
"[64, 64]",relu,0.1,0.0,0.9,1e-05,32,False,3000,1.487460447424882
"[64, 64]",relu,0.1,0.0,0.0,1e-05,32,False,3000,1.4984910506669502
"[32, 32]",relu,0.1,0.0,0.0,1e-05,32,False,3000,1.5019448667472024
"[64, 64]",relu,0.03,0.0,0.7,1e-05,32,False,3000,1.5066597829913055
"[64, 64]",relu,0.05,0.0,0.7,1e-05,32,False,3000,1.5131333651310317
"[64, 64]",relu,0.05,0.0,0.0,1e-05,32,False,3000,1.5155295316638884
"[32, 32]",relu,0.1,0.0,0.9,1e-05,32,False,3000,1.528682518427709
"[64, 64]",relu,0.05,0.0001,0.9,1e-05,32,True,3000,1.0540638361358723
"[64, 64]",relu,0.05,0.0001,0.7,1e-05,32,True,3000,1.062273347176509
"[128, 128]",relu,0.05,0.0001,0.9,1e-05,32,True,3000,1.072638679386777
"[32, 32]",relu,0.05,0.0001,0.9,1e-05,32,True,3000,1.0845548937044898
"[64, 64]",relu,0.03,0.0001,0.9,1e-05,32,True,3000,1.0871479643675752
"[128, 128]",relu,0.05,0.0001,0.9,1e-05,64,True,3000,1.096397876458825
"[128, 128]",relu,0.03,0.0001,0.9,1e-05,32,False,3000,1.1021118664718976
"[128, 128]",relu,0.03,0.0001,0.7,1e-05,32,False,3000,1.104942185733274
"[32, 32]",relu,0.05,0.0001,0.7,1e-05,32,True,3000,1.1054341407948118
"[32, 32]",relu,0.05,0.0001,0.7,1e-05,64,True,3000,1.1090419191850516
"[128, 128]",relu,0.05,0.0001,0.7,1e-05,64,False,3000,1.1097560648660447
"[64, 64]",relu,0.05,0.0001,0.7,1e-05,32,False,3000,1.111423749257338
"[128, 128]",relu,0.03,0.0001,0.9,1e-05,64,True,3000,1.114121406877572
"[64, 64]",relu,0.03,0.0001,0.9,1e-05,32,False,3000,1.114889164737062
"[128, 128]",relu,0.05,0.0001,0.9,1e-05,32,False,3000,1.1154199400523084
"[32, 32]",relu,0.05,0.0001,0.9,1e-05,64,True,3000,1.1159091132303356
"[64, 64]",relu,0.03,5e-05,0.9,1e-05,32,True,3000,1.1170945025307033
"[128, 128]",relu,0.05,0.0001,0.7,1e-05,32,True,3000,1.119379783489993
"[128, 128]",relu,0.05,0.0001,0.0,1e-05,32,False,3000,1.119800962027817
"[128, 128]",relu,0.05,0.0001,0.0,1e-05,64,True,3000,1.12154243268577
"[64, 64]",relu,0.05,0.0001,0.9,1e-05,32,False,3000,1.1243484884672426
"[64, 64]",relu,0.03,0.0001,0.7,1e-05,32,False,3000,1.1257157210377944
"[64, 64]",relu,0.05,0.0001,0.9,1e-05,64,True,3000,1.1268480491871764
"[128, 128]",relu,0.03,0.0001,0.9,1e-05,64,False,3000,1.1271452916955549
"[32, 32]",relu,0.05,0.0001,0.9,1e-05,32,False,3000,1.1285706784219076
"[64, 64]",relu,0.03,0.0001,0.7,1e-05,32,True,3000,1.12916394615405
"[64, 64]",relu,0.05,5e-05,0.7,1e-05,32,True,3000,1.129941676572563
"[64, 64]",relu,0.03,0.0001,0.9,1e-05,64,True,3000,1.1302691568484726
"[64, 64]",relu,0.03,5e-05,0.7,1e-05,64,True,3000,1.130872711960405
"[64, 64]",relu,0.03,0.0001,0.9,1e-05,64,False,3000,1.13124254792109
"[128, 128]",relu,0.03,5e-05,0.0,1e-05,32,True,3000,1.1312506172966763
"[128, 128]",relu,0.03,0.0001,0.7,1e-05,64,True,3000,1.131708616460299
"[128, 128]",relu,0.03,5e-05,0.7,1e-05,64,True,3000,1.1323104477673092
"[128, 128]",relu,0.03,0.0001,0.9,1e-05,32,True,3000,1.135888411883989
"[128, 128]",relu,0.05,0.0001,0.7,1e-05,64,True,3000,1.1361561788966288
"[128, 128]",relu,0.03,5e-05,0.0,1e-05,32,False,3000,1.1363621372120218
"[64, 64]",relu,0.05,0.0001,0.9,1e-05,64,False,3000,1.1364000424509466
"[64, 64]",relu,0.03,5e-05,0.0,1e-05,32,True,3000,1.137072387850025
"[64, 64]",relu,0.03,5e-05,0.0,1e-05,64,True,3000,1.1388506351422196
"[128, 128]",relu,0.05,0.0001,0.0,1e-05,64,False,3000,1.1398573765952194
"[32, 32]",relu,0.03,5e-05,0.7,1e-05,64,True,3000,1.140837014479333
"[128, 128]",relu,0.03,5e-05,0.7,1e-05,32,True,3000,1.1409035786866504
"[64, 64]",relu,0.03,5e-05,0.7,1e-05,32,True,3000,1.141232595272286
"[128, 128]",relu,0.05,5e-05,0.9,1e-05,32,True,3000,1.1419884247409289
"[32, 32]",relu,0.03,0.0001,0.9,1e-05,32,True,3000,1.1419990139115126
"[128, 128]",relu,0.05,0.0001,0.9,1e-05,64,False,3000,1.1436307731623
"[128, 128]",relu,0.03,0.0001,0.7,1e-05,64,False,3000,1.1437412680978465
"[64, 64]",relu,0.05,5e-05,0.0,1e-05,32,True,3000,1.1438051391226538
"[128, 128]",relu,0.03,5e-05,0.0,1e-05,64,True,3000,1.1438250146135007
"[128, 128]",relu,0.05,5e-05,0.0,1e-05,32,True,3000,1.144948363581321
"[64, 64]",relu,0.05,0.0001,0.0,1e-05,32,False,3000,1.1458182829809045
"[64, 64]",relu,0.05,0.0001,0.7,1e-05,64,False,3000,1.1459268896858563
"[64, 64]",relu,0.05,5e-05,0.0,1e-05,64,True,3000,1.1461514383188007
"[32, 32]",relu,0.05,5e-05,0.7,1e-05,64,True,3000,1.1463296782960208
"[128, 128]",relu,0.03,5e-05,0.9,1e-05,64,True,3000,1.1465761040534848
"[32, 32]",relu,0.05,0.0001,0.0,1e-05,32,True,3000,1.1468364933540314
"[32, 32]",relu,0.03,0.0001,0.9,1e-05,64,True,3000,1.1484836231018554
"[128, 128]",relu,0.01,5e-05,0.9,1e-05,32,True,3000,1.1522021425377296
"[64, 64]",relu,0.03,5e-05,0.7,1e-05,32,False,3000,1.1527010280772223
"[64, 64]",relu,0.05,0.0001,0.0,1e-05,64,True,3000,1.1531719229336663
"[128, 128]",relu,0.01,5e-05,0.9,1e-05,32,False,3000,1.1538497509409449
"[128, 128]",relu,0.01,5e-05,0.9,1e-05,64,True,3000,1.154101987669616
"[128, 128]",relu,0.03,5e-05,0.7,1e-05,32,False,3000,1.1546483073174307
"[64, 64]",relu,0.03,5e-05,0.9,1e-05,64,True,3000,1.15536102430972
"[32, 32]",relu,0.03,5e-05,0.7,1e-05,32,True,3000,1.156136834749969
"[128, 128]",relu,0.05,5e-05,0.0,1e-05,64,True,3000,1.1563467794721396
"[64, 64]",relu,0.05,5e-05,0.7,1e-05,64,True,3000,1.156737623882936
"[128, 128]",relu,0.03,0.0001,0.7,1e-05,32,True,3000,1.1568824118503882
"[32, 32]",relu,0.05,5e-05,0.0,1e-05,64,True,3000,1.1586084627251445
"[64, 64]",relu,0.03,0.0001,0.7,1e-05,64,False,3000,1.1588205363354898
"[64, 64]",relu,0.05,0.0001,0.0,1e-05,64,False,3000,1.1588385660420184
"[32, 32]",relu,0.03,0.0001,0.9,1e-05,64,False,3000,1.1604523566352691
"[64, 64]",relu,0.05,5e-05,0.0,1e-05,32,False,3000,1.1626474935721616
"[64, 64]",relu,0.03,5e-05,0.9,1e-05,64,False,3000,1.163036826491401
"[32, 32]",relu,0.05,0.0001,0.0,1e-05,64,True,3000,1.1631586005723886
"[32, 32]",relu,0.03,5e-05,0.9,1e-05,32,False,3000,1.1636890444836885
"[128, 128]",relu,0.01,5e-05,0.7,1e-05,32,True,3000,1.1649555033467272
"[64, 64]",relu,0.05,0.0001,0.7,1e-05,64,True,3000,1.1650574122502622
"[64, 64]",relu,0.03,5e-05,0.9,1e-05,32,False,3000,1.1655193962876933
"[128, 128]",relu,0.03,5e-05,0.9,1e-05,32,False,3000,1.165523084084046
"[64, 64]",relu,0.03,5e-05,0.7,1e-05,64,False,3000,1.166269436096224
"[32, 32]",relu,0.05,0.0001,0.9,1e-05,64,False,3000,1.166281759597669
"[128, 128]",relu,0.01,5e-05,0.7,1e-05,64,True,3000,1.1669714702351262
"[64, 64]",relu,0.01,5e-05,0.9,1e-05,32,True,3000,1.1675180449135163
"[128, 128]",relu,0.05,5e-05,0.7,1e-05,64,True,3000,1.1679075116566082
"[32, 32]",relu,0.05,0.0001,0.0,1e-05,32,False,3000,1.1681495686232393
"[32, 32]",relu,0.03,5e-05,0.0,1e-05,64,True,3000,1.1698741615766592
"[128, 128]",relu,0.05,5e-05,0.7,1e-05,32,True,3000,1.1701065891830462
"[128, 128]",relu,0.03,5e-05,0.7,1e-05,64,False,3000,1.170428848304672
"[64, 64]",relu,0.05,5e-05,0.9,1e-05,32,True,3000,1.170867663186427
"[128, 128]",relu,0.05,5e-05,0.0,1e-05,32,False,3000,1.1711195793155174
"[32, 32]",relu,0.05,5e-05,0.7,1e-05,32,True,3000,1.1716231164727022
"[32, 32]",relu,0.03,5e-05,0.0,1e-05,32,True,3000,1.172731666936373
"[64, 64]",relu,0.01,5e-05,0.9,1e-05,32,False,3000,1.1727563174131657
"[32, 32]",relu,0.05,5e-05,0.0,1e-05,64,False,3000,1.1730450935544334
"[128, 128]",relu,0.01,5e-05,0.9,1e-05,64,False,3000,1.1733228586724214
"[128, 128]",relu,0.03,0.0001,0.0,1e-05,64,False,3000,1.17353942729977
"[32, 32]",relu,0.03,0.0001,0.7,1e-05,64,False,3000,1.17361095955072
"[64, 64]",relu,0.01,5e-05,0.9,1e-05,64,False,3000,1.1739288552034446
"[64, 64]",relu,0.01,5e-05,0.9,1e-05,64,True,3000,1.1739911387664472
"[32, 32]",relu,0.05,5e-05,0.7,1e-05,32,False,3000,1.1742499559380943
"[64, 64]",relu,0.03,5e-05,0.0,1e-05,64,False,3000,1.174338934763694
"[32, 32]",relu,0.03,5e-05,0.9,1e-05,64,False,3000,1.1746346872917497
"[32, 32]",relu,0.03,5e-05,0.0,1e-05,32,False,3000,1.1751697617085073
"[128, 128]",relu,0.03,5e-05,0.9,1e-05,64,False,3000,1.175871457953633
"[64, 64]",relu,0.03,5e-05,0.0,1e-05,32,False,3000,1.1759691789722988
"[32, 32]",relu,0.03,0.0001,0.7,1e-05,64,True,3000,1.1761591702986556
"[32, 32]",relu,0.05,5e-05,0.9,1e-05,64,True,3000,1.176283217242046
"[128, 128]",relu,0.01,5e-05,0.7,1e-05,64,False,3000,1.1765430114765258
"[32, 32]",relu,0.03,5e-05,0.7,1e-05,64,False,3000,1.1774209587006417
"[128, 128]",relu,0.03,0.0001,0.0,1e-05,64,True,3000,1.1775990575754425
"[64, 64]",relu,0.01,5e-05,0.7,1e-05,32,False,3000,1.1776298723785137
"[32, 32]",relu,0.03,5e-05,0.0,1e-05,64,False,3000,1.1779720972425771
"[64, 64]",relu,0.01,5e-05,0.7,1e-05,64,True,3000,1.1798937948466162
"[64, 64]",relu,0.05,5e-05,0.9,1e-05,64,False,3000,1.180672439091032
"[128, 128]",relu,0.05,5e-05,0.9,1e-05,32,False,3000,1.180939631833393
"[64, 64]",relu,0.05,5e-05,0.9,1e-05,64,True,3000,1.1812585127893906
"[64, 64]",relu,0.05,5e-05,0.0,1e-05,64,False,3000,1.183379194078361
"[32, 32]",relu,0.01,5e-05,0.9,1e-05,32,True,3000,1.183658080856566
"[32, 32]",relu,0.05,5e-05,0.9,1e-05,32,True,3000,1.184561254162832
"[64, 64]",relu,0.03,0.0001,0.0,1e-05,64,False,3000,1.185560087940825
"[64, 64]",relu,0.01,5e-05,0.7,1e-05,64,False,3000,1.1858686222988672
"[32, 32]",relu,0.03,5e-05,0.9,1e-05,32,True,3000,1.1867337167253291
"[32, 32]",relu,0.01,5e-05,0.7,1e-05,32,False,3000,1.1867484806189232
"[128, 128]",relu,0.03,0.0001,0.0,1e-05,32,True,3000,1.1873760588198885
"[32, 32]",relu,0.01,5e-05,0.7,1e-05,64,False,3000,1.1885907846377062
"[128, 128]",relu,0.03,5e-05,0.9,1e-05,32,True,3000,1.1887675663783317
"[64, 64]",relu,0.03,0.0001,0.0,1e-05,64,True,3000,1.190520254462291
"[64, 64]",relu,0.05,5e-05,0.7,1e-05,32,False,3000,1.1919867970138216
"[32, 32]",relu,0.03,0.0001,0.0,1e-05,64,False,3000,1.1922678553053756
"[32, 32]",relu,0.01,5e-05,0.7,1e-05,32,True,3000,1.1946638971200871
"[64, 64]",relu,0.03,0.0001,0.7,1e-05,64,True,3000,1.1955284719049426
"[128, 128]",relu,0.05,5e-05,0.9,1e-05,64,True,3000,1.1978154453370764
"[64, 64]",relu,0.05,5e-05,0.7,1e-05,64,False,3000,1.1979474097712166
"[32, 32]",relu,0.01,5e-05,0.7,1e-05,64,True,3000,1.1995239704838625
"[32, 32]",relu,0.03,0.0001,0.0,1e-05,32,True,3000,1.2019178744080246
"[32, 32]",relu,0.01,5e-05,0.9,1e-05,64,False,3000,1.2020434006014982
"[32, 32]",relu,0.05,5e-05,0.7,1e-05,64,False,3000,1.2040002896996604
"[32, 32]",relu,0.03,0.0001,0.0,1e-05,64,True,3000,1.2061452139694344
"[32, 32]",relu,0.03,0.0001,0.7,1e-05,32,True,3000,1.2063027652095788
"[64, 64]",relu,0.05,5e-05,0.9,1e-05,32,False,3000,1.2065761215817885
"[128, 128]",relu,0.05,5e-05,0.7,1e-05,64,False,3000,1.208329013525041
"[128, 128]",relu,0.05,0.0001,0.7,1e-05,32,False,3000,1.2096129551377544
"[64, 64]",relu,0.01,0.0,0.0,1e-05,64,False,3000,1.2128614754474465
"[32, 32]",relu,0.05,5e-05,0.9,1e-05,64,False,3000,1.2150266142540498
"[128, 128]",relu,0.01,5e-05,0.0,1e-05,32,True,3000,1.2175675389746232
"[64, 64]",relu,0.01,0.0001,0.9,1e-05,32,True,3000,1.2176824310792276
"[128, 128]",relu,0.03,5e-05,0.0,1e-05,64,False,3000,1.2180546437519228
"[32, 32]",relu,0.05,0.0001,0.0,1e-05,64,False,3000,1.2184776747600463
"[128, 128]",relu,0.01,0.0001,0.9,1e-05,64,False,3000,1.218852788979977
"[128, 128]",relu,0.01,0.0001,0.9,1e-05,32,True,3000,1.2190908502972453
"[128, 128]",relu,0.05,5e-05,0.9,1e-05,64,False,3000,1.2193933305294855
"[32, 32]",relu,0.03,0.0001,0.9,1e-05,32,False,3000,1.2202069169004237
"[128, 128]",relu,0.05,5e-05,0.7,1e-05,32,False,3000,1.2211473042137757
"[128, 128]",relu,0.01,0.0001,0.9,1e-05,64,True,3000,1.2242096891251322
"[128, 128]",relu,0.01,5e-05,0.0,1e-05,32,False,3000,1.2243466230682347
"[32, 32]",relu,0.03,0.0001,0.0,1e-05,32,False,3000,1.224995290163744
"[128, 128]",relu,0.05,5e-05,0.0,1e-05,64,False,3000,1.226751546486459
"[32, 32]",relu,0.01,0.0,0.7,1e-05,64,True,3000,1.2269657289220646
"[128, 128]",relu,0.01,0.0,0.0,1e-05,64,False,3000,1.227023142226564
"[32, 32]",relu,0.03,0.0001,0.7,1e-05,32,False,3000,1.2272479222505577
"[128, 128]",relu,0.01,0.0001,0.9,1e-05,32,False,3000,1.2277419068282536
"[32, 32]",relu,0.01,0.0,0.7,1e-05,64,False,3000,1.2278840712211103
"[64, 64]",relu,0.01,0.0001,0.9,1e-05,32,False,3000,1.2295402578741188
"[64, 64]",relu,0.01,5e-05,0.0,1e-05,32,False,3000,1.2297991288616985
"[128, 128]",relu,0.01,0.0001,0.7,1e-05,32,True,3000,1.2309555156771534
"[64, 64]",relu,0.01,0.0001,0.9,1e-05,64,False,3000,1.2315968666765231
"[64, 64]",relu,0.01,5e-05,0.0,1e-05,32,True,3000,1.233357617997839
"[32, 32]",relu,0.01,0.0,0.0,1e-05,64,False,3000,1.234081426640014
"[128, 128]",relu,0.01,5e-05,0.0,1e-05,64,True,3000,1.2349447838005063
"[128, 128]",relu,0.01,0.0,0.0,1e-05,64,True,3000,1.2356503032368091
"[32, 32]",relu,0.01,0.0,0.0,1e-05,32,True,3000,1.2358754478877472
"[64, 64]",relu,0.01,0.0001,0.7,1e-05,32,False,3000,1.237260671430627
"[128, 128]",relu,0.01,5e-05,0.7,1e-05,32,False,3000,1.237820957507351
"[64, 64]",relu,0.01,0.0001,0.7,1e-05,64,False,3000,1.238441735694738
"[32, 32]",relu,0.01,0.0001,0.9,1e-05,32,False,3000,1.2391878291059422
"[64, 64]",relu,0.01,0.0001,0.9,1e-05,64,True,3000,1.239511259767505
"[64, 64]",relu,0.01,5e-05,0.7,1e-05,32,True,3000,1.240936329781797
"[32, 32]",relu,0.01,0.0,0.0,1e-05,32,False,3000,1.241555717701227
"[32, 32]",relu,0.03,5e-05,0.7,1e-05,32,False,3000,1.2423770248829853
"[128, 128]",relu,0.01,0.0001,0.7,1e-05,32,False,3000,1.243133227150211
"[128, 128]",relu,0.01,0.0001,0.7,1e-05,64,True,3000,1.2437465823133145
"[128, 128]",relu,0.01,0.0001,0.7,1e-05,64,False,3000,1.2440344615030037
"[32, 32]",relu,0.03,5e-05,0.9,1e-05,64,True,3000,1.2441652423301843
"[128, 128]",relu,0.01,0.0,0.7,1e-05,64,True,3000,1.2442722605582144
"[64, 64]",relu,0.01,0.0,0.7,1e-05,64,False,3000,1.2446461155133992
