hidden_layer_sizes,activation,learning_rate,lam,alpha,tol,batch_size,shuffle,max_iter,score
"[32, 32]",relu,0.01,0.0001,0.9,1e-05,32,True,3000,1.246290386098211
"[64, 64]",relu,0.01,0.0,0.9,1e-05,64,False,3000,1.248432148976635
"[32, 32]",relu,0.01,0.0001,0.9,1e-05,64,False,3000,1.2490229622735016
"[64, 64]",relu,0.01,5e-05,0.0,1e-05,64,False,3000,1.249829767761896
"[32, 32]",relu,0.05,0.0001,0.7,1e-05,64,False,3000,1.2505861665842768
"[32, 32]",relu,0.01,0.0,0.9,1e-05,64,False,3000,1.2509113372024854
"[64, 64]",relu,0.01,0.0,0.0,1e-05,64,True,3000,1.2509166831867666
"[64, 64]",relu,0.03,0.0001,0.0,1e-05,32,True,3000,1.2516150242922153
"[64, 64]",relu,0.01,0.0,0.9,1e-05,64,True,3000,1.2518498626196115
"[64, 64]",relu,0.01,0.0001,0.7,1e-05,32,True,3000,1.2522234796687763
"[64, 64]",relu,0.01,5e-05,0.0,1e-05,64,True,3000,1.2531694338782151
"[32, 32]",relu,0.01,5e-05,0.0,1e-05,32,False,3000,1.2538571625696944
"[32, 32]",relu,0.01,5e-05,0.9,1e-05,32,False,3000,1.2546132294086685
"[64, 64]",relu,0.01,0.0001,0.7,1e-05,64,True,3000,1.25559262403017
"[32, 32]",relu,0.05,0.0001,0.7,1e-05,32,False,3000,1.255654256280657
"[32, 32]",relu,0.01,5e-05,0.0,1e-05,32,True,3000,1.2562191123247926
"[32, 32]",relu,0.01,0.0,0.7,1e-05,32,True,3000,1.2587397922385066
"[32, 32]",relu,0.03,0.0,0.0,1e-05,64,True,3000,1.265408190246167
"[64, 64]",relu,0.01,0.0,0.0,1e-05,32,False,3000,1.2655322847904074
"[32, 32]",relu,0.01,0.0,0.9,1e-05,32,True,3000,1.265543070777974
"[64, 64]",relu,0.01,0.0,0.0,1e-05,32,True,3000,1.2681631272203475
"[32, 32]",relu,0.01,0.0001,0.7,1e-05,32,True,3000,1.2697919921917749
"[32, 32]",relu,0.01,5e-05,0.9,1e-05,64,True,3000,1.2729471211425587
"[32, 32]",relu,0.01,0.0001,0.7,1e-05,32,False,3000,1.273817553294759
"[64, 64]",relu,0.03,0.0001,0.0,1e-05,32,False,3000,1.2777649735170449
"[128, 128]",relu,0.01,0.0,0.9,1e-05,64,True,3000,1.2779849713081366
"[32, 32]",relu,0.01,0.0,0.9,1e-05,64,True,3000,1.2781185388742875
"[128, 128]",relu,0.05,0.0001,0.0,1e-05,32,True,3000,1.2809109107357206
"[64, 64]",relu,0.03,0.0,0.0,1e-05,64,True,3000,1.281832444020714
"[32, 32]",relu,0.01,0.0,0.7,1e-05,32,False,3000,1.2827133408224536
"[128, 128]",relu,0.01,0.0,0.7,1e-05,64,False,3000,1.2841871904407594
"[32, 32]",relu,0.01,0.0,0.9,1e-05,32,False,3000,1.2843783164705689
"[128, 128]",relu,0.03,0.0001,0.0,1e-05,32,False,3000,1.2910513584764562
"[32, 32]",relu,0.01,5e-05,0.0,1e-05,64,False,3000,1.2914665956285878
"[32, 32]",relu,0.01,0.0001,0.7,1e-05,64,True,3000,1.2920945403012172
"[32, 32]",relu,0.05,5e-05,0.9,1e-05,32,False,3000,1.2938831929999492
"[64, 64]",relu,0.03,0.0,0.0,1e-05,64,False,3000,1.2956199679428753
"[128, 128]",relu,0.01,5e-05,0.0,1e-05,64,False,3000,1.295672112736882
"[128, 128]",relu,0.03,0.0,0.0,1e-05,64,True,3000,1.2977872699394788
"[128, 128]",relu,0.01,0.0,0.0,1e-05,32,False,3000,1.30169794821853
"[32, 32]",relu,0.05,5e-05,0.0,1e-05,32,True,3000,1.3025366319584235
"[32, 32]",relu,0.01,0.0001,0.7,1e-05,64,False,3000,1.305223684351687
"[32, 32]",relu,0.01,0.0,0.0,1e-05,64,True,3000,1.3056176535568849
"[32, 32]",relu,0.03,0.0,0.7,1e-05,64,False,3000,1.306177274084464
"[32, 32]",relu,0.03,0.0,0.7,1e-05,64,True,3000,1.309182290519827
"[64, 64]",relu,0.05,0.0001,0.0,1e-05,32,True,3000,1.3096415892532949
"[128, 128]",relu,0.01,0.0,0.9,1e-05,64,False,3000,1.3099701411148683
"[32, 32]",relu,0.05,5e-05,0.0,1e-05,32,False,3000,1.310517452749176
"[64, 64]",relu,0.01,0.0,0.7,1e-05,32,True,3000,1.3188262074340018
"[64, 64]",relu,0.01,0.0,0.7,1e-05,64,True,3000,1.3228115896627877
"[128, 128]",relu,0.03,0.0,0.0,1e-05,64,False,3000,1.3310037153529324
"[32, 32]",relu,0.01,0.0001,0.9,1e-05,64,True,3000,1.3327097615424728
"[64, 64]",relu,0.03,0.0,0.9,1e-05,64,False,3000,1.3430807667734794
"[64, 64]",relu,0.05,0.0,0.0,1e-05,64,True,3000,1.3433065034050469
"[128, 128]",relu,0.05,0.0,0.9,1e-05,64,True,3000,1.345008815086381
"[128, 128]",relu,0.01,0.0001,0.0,1e-05,64,False,3000,1.346053874028494
"[32, 32]",relu,0.03,0.0,0.0,1e-05,64,False,3000,1.3485292392337302
"[32, 32]",relu,0.03,0.0,0.9,1e-05,64,True,3000,1.3530053549282424
"[128, 128]",relu,0.01,0.0001,0.0,1e-05,64,True,3000,1.3624315483608662
"[64, 64]",relu,0.03,0.0,0.9,1e-05,64,True,3000,1.3628270627387586
"[64, 64]",relu,0.01,0.0001,0.0,1e-05,64,False,3000,1.3639251242748305
"[32, 32]",relu,0.01,5e-05,0.0,1e-05,64,True,3000,1.3642193540528156
"[128, 128]",relu,0.01,0.0001,0.0,1e-05,32,True,3000,1.364757337056958
"[32, 32]",relu,0.01,0.0001,0.0,1e-05,32,True,3000,1.365986700665489
"[32, 32]",relu,0.01,0.0001,0.0,1e-05,64,False,3000,1.3690587591718246
"[64, 64]",relu,0.05,0.0,0.0,1e-05,64,False,3000,1.3710803235994673
"[128, 128]",relu,0.01,0.0001,0.0,1e-05,32,False,3000,1.3716009934086066
"[64, 64]",relu,0.03,0.0,0.7,1e-05,64,True,3000,1.3716066629424584
"[64, 64]",relu,0.01,0.0,0.9,1e-05,32,False,3000,1.375433076525687
"[32, 32]",relu,0.01,0.0001,0.0,1e-05,32,False,3000,1.375712552640704
"[128, 128]",relu,0.01,0.0,0.7,1e-05,32,False,3000,1.3770376042886965
"[64, 64]",relu,0.05,0.0,0.9,1e-05,64,True,3000,1.381436152192171
"[32, 32]",relu,0.03,0.0,0.7,1e-05,32,True,3000,1.3846315461382763
"[128, 128]",relu,0.03,0.0,0.9,1e-05,64,False,3000,1.391253638209035
"[128, 128]",relu,0.01,0.0,0.9,1e-05,32,False,3000,1.391663880126456
"[64, 64]",relu,0.03,0.0,0.7,1e-05,64,False,3000,1.3931022437038691
"[32, 32]",relu,0.05,0.0,0.7,1e-05,64,False,3000,1.39537452401596
"[128, 128]",relu,0.05,0.0,0.9,1e-05,32,True,3000,1.3956765179152613
"[128, 128]",relu,0.01,0.0,0.9,1e-05,32,True,3000,1.3980736013740651
"[64, 64]",relu,0.01,0.0,0.7,1e-05,32,False,3000,1.398352375643284
"[128, 128]",relu,0.01,0.0,0.0,1e-05,32,True,3000,1.4035163264901132
"[128, 128]",relu,0.05,0.0,0.9,1e-05,64,False,3000,1.4046280194052376
"[128, 128]",relu,0.05,0.0,0.7,1e-05,64,False,3000,1.404777665712996
"[32, 32]",relu,0.03,0.0,0.0,1e-05,32,False,3000,1.4056159189898163
"[128, 128]",relu,0.05,0.0,0.0,1e-05,32,True,3000,1.4111102867256309
"[32, 32]",relu,0.05,0.0,0.0,1e-05,64,True,3000,1.4165949089758103
"[32, 32]",relu,0.05,0.0,0.0,1e-05,64,False,3000,1.4166237279067484
"[128, 128]",relu,0.05,0.0,0.7,1e-05,32,True,3000,1.4171040711542586
"[128, 128]",relu,0.03,0.0,0.9,1e-05,64,True,3000,1.4190157813928574
"[64, 64]",relu,0.05,0.0,0.9,1e-05,32,True,3000,1.4203759966369784
"[128, 128]",relu,0.01,0.0,0.7,1e-05,32,True,3000,1.420436604098903
"[128, 128]",relu,0.05,0.0,0.0,1e-05,64,True,3000,1.420771628542186
"[32, 32]",relu,0.05,0.0,0.7,1e-05,64,True,3000,1.4235833173983696
"[64, 64]",relu,0.01,0.0001,0.0,1e-05,32,True,3000,1.425746322573558
"[128, 128]",relu,0.03,0.0,0.9,1e-05,32,False,3000,1.4265847545970156
"[64, 64]",relu,0.01,0.0001,0.0,1e-05,32,False,3000,1.42801666936657
"[128, 128]",relu,0.03,0.0,0.9,1e-05,32,True,3000,1.428423992987509
"[64, 64]",relu,0.01,0.0001,0.0,1e-05,64,True,3000,1.4287635941676788
"[128, 128]",relu,0.03,0.0,0.7,1e-05,64,True,3000,1.4324788245607836
"[128, 128]",relu,0.03,0.0,0.0,1e-05,32,True,3000,1.435546492251069
"[32, 32]",relu,0.01,0.0001,0.0,1e-05,64,True,3000,1.4361620752219524
"[128, 128]",relu,0.05,0.0,0.0,1e-05,64,False,3000,1.4371534036600138
"[64, 64]",relu,0.01,0.0,0.9,1e-05,32,True,3000,1.4382653868707906
"[32, 32]",relu,0.05,0.0,0.0,1e-05,32,True,3000,1.4392321169808446
"[128, 128]",relu,0.03,0.0,0.7,1e-05,64,False,3000,1.4413610660251963
"[64, 64]",relu,0.03,0.0,0.9,1e-05,32,True,3000,1.4414101255421254
"[128, 128]",relu,0.03,0.0,0.7,1e-05,32,False,3000,1.4449843844368584
"[128, 128]",relu,0.03,0.0,0.7,1e-05,32,True,3000,1.4464630192883576
"[64, 64]",relu,0.03,0.0,0.0,1e-05,32,False,3000,1.449039123815401
"[64, 64]",relu,0.03,0.0,0.7,1e-05,32,True,3000,1.449997704681026
"[128, 128]",relu,0.05,0.0,0.9,1e-05,32,False,3000,1.451127567643335
"[128, 128]",relu,0.05,0.0,0.7,1e-05,64,True,3000,1.451898375553096
"[64, 64]",relu,0.03,0.0,0.0,1e-05,32,True,3000,1.4520428180085605
"[64, 64]",relu,0.05,0.0,0.7,1e-05,64,False,3000,1.4561233083706884
"[32, 32]",relu,0.05,0.0,0.9,1e-05,32,True,3000,1.4577133045598525
"[32, 32]",relu,0.05,0.0,0.0,1e-05,32,False,3000,1.4634058933685608
"[32, 32]",relu,0.05,0.0,0.9,1e-05,32,False,3000,1.467522760596252
"[32, 32]",relu,0.05,0.0,0.7,1e-05,32,True,3000,1.4677643832511362
"[32, 32]",relu,0.05,0.0,0.9,1e-05,64,True,3000,1.4734649391155568
"[32, 32]",relu,0.03,0.0,0.9,1e-05,32,True,3000,1.4768458476468604
"[128, 128]",relu,0.05,0.0,0.7,1e-05,32,False,3000,1.477229041907047
"[128, 128]",relu,0.03,0.0,0.0,1e-05,32,False,3000,1.4783208712477314
"[32, 32]",relu,0.03,0.0,0.7,1e-05,32,False,3000,1.4811056337323345
"[32, 32]",relu,0.03,0.0,0.9,1e-05,64,False,3000,1.4847563523672134
"[64, 64]",relu,0.03,0.0,0.7,1e-05,32,False,3000,1.4971140384295167
"[64, 64]",relu,0.05,0.0,0.9,1e-05,32,False,3000,1.5077412722315535
"[64, 64]",relu,0.03,0.0,0.9,1e-05,32,False,3000,1.5093053611095244
"[64, 64]",relu,0.05,0.0,0.9,1e-05,64,False,3000,1.5120641719657375
"[32, 32]",relu,0.03,0.0,0.0,1e-05,32,True,3000,1.5130488583315702
"[64, 64]",relu,0.05,0.0,0.0,1e-05,32,True,3000,1.517641620967449
"[64, 64]",relu,0.05,0.0,0.7,1e-05,64,True,3000,1.5299846477601415
"[32, 32]",relu,0.05,0.0,0.9,1e-05,64,False,3000,1.532906002130495
"[32, 32]",relu,0.05,0.0,0.7,1e-05,32,False,3000,1.533056626805838
"[128, 128]",relu,0.05,0.0,0.0,1e-05,32,False,3000,1.5581736803040385
"[64, 64]",relu,0.05,0.0,0.7,1e-05,32,True,3000,1.563723517293789
"[64, 64]",relu,0.05,0.0,0.0,1e-05,32,False,3000,1.5898756112569563
"[64, 64]",relu,0.05,0.0,0.7,1e-05,32,False,3000,1.6128798652708125
"[32, 32]",relu,0.03,0.0,0.9,1e-05,32,False,3000,1.614566202803085
[32],tanh,0.01,0.0,0.7,1e-05,32,True,3000,1.1875190209555246
[32],tanh,0.03,0.0,0.9,1e-05,64,True,3000,1.1913363505996126
[32],relu,0.1,0.0001,0.0,1e-05,64,True,3000,1.1925939958895004
[32],tanh,0.1,0.0001,0.5,1e-05,64,True,3000,1.193109787260465
[32],tanh,0.03,0.0,0.9,1e-05,64,False,3000,1.196068502245569
[32],tanh,0.01,0.0,0.0,1e-05,16,True,3000,1.1961217550071963
[32],tanh,0.01,0.0,0.9,1e-05,32,False,3000,1.1969813429158085
[32],tanh,0.1,0.0001,0.0,1e-05,64,False,3000,1.198034182079309
[32],tanh,0.03,0.0,0.0,1e-05,64,True,3000,1.199491582544516
[32],tanh,0.03,0.0,0.5,1e-05,64,True,3000,1.200344033343431
[32],tanh,0.1,0.0001,0.7,1e-05,64,True,3000,1.201015683333536
[32],tanh,0.01,0.0,0.0,1e-05,16,False,3000,1.201411919622769
[32],tanh,0.01,0.0,0.5,1e-05,32,True,3000,1.2023464083002562
[32],tanh,0.01,0.0,0.5,1e-05,16,False,3000,1.202490657933416
[32],tanh,0.1,0.0001,0.5,1e-05,64,False,3000,1.2032548589273744
[32],tanh,0.1,0.0001,0.7,1e-05,64,False,3000,1.203448904647034
[32],tanh,0.03,0.0,0.0,1e-05,64,False,3000,1.204122008765362
[32],tanh,0.01,0.0,0.7,1e-05,32,False,3000,1.2044599946913646
[32],tanh,0.01,0.0,0.7,1e-05,16,True,3000,1.2046446700713058
[32],tanh,0.03,0.0,0.5,1e-05,64,False,3000,1.2047454694904214
[32],tanh,0.01,0.0,0.7,1e-05,16,False,3000,1.2057135425170622
[32],tanh,0.01,0.0,0.9,1e-05,32,True,3000,1.2064988003368715
[32],relu,0.03,0.0001,0.9,1e-05,32,True,3000,1.2071625640786283
[32],tanh,0.03,0.0,0.7,1e-05,64,False,3000,1.2072975036691955
[32],tanh,0.01,0.0,0.5,1e-05,16,True,3000,1.2079970078500015
[32],relu,0.1,0.0001,0.0,1e-05,16,True,3000,1.2081592106208814
[32],tanh,0.1,0.0,0.0,1e-05,64,False,3000,1.208611302210488
[32],tanh,0.03,0.0,0.0,1e-05,32,True,3000,1.208846409854487
[32],tanh,0.03,0.0,0.7,1e-05,64,True,3000,1.2096743918739266
[32],tanh,0.03,0.0001,0.9,1e-05,64,True,3000,1.2097856141958556
[32],tanh,0.03,0.0001,0.9,1e-05,16,True,3000,1.2104316203146726
[32],tanh,0.003,0.0,0.9,1e-05,16,False,3000,1.211375565377775
[32],relu,0.03,0.0001,0.7,1e-05,64,True,3000,1.2120433879260126
[32],tanh,0.1,0.0001,0.9,1e-05,64,False,3000,1.2129850291439404
[32],tanh,0.01,0.0,0.9,1e-05,16,True,3000,1.2140529097346116
[32],relu,0.1,0.0001,0.9,1e-05,64,True,3000,1.2143200933722382
[32],relu,0.01,0.0,0.9,1e-05,32,True,3000,1.2144581801081562
[32],relu,0.03,0.0001,0.7,1e-05,16,True,3000,1.2148082560741602
[32],tanh,0.03,0.0001,0.7,1e-05,16,True,3000,1.2149871446299505
[32],tanh,0.1,0.0,0.0,1e-05,64,True,3000,1.2152868525808846
[32],tanh,0.003,0.0,0.9,1e-05,16,True,3000,1.216120762406828
[32],relu,0.1,0.0001,0.7,1e-05,64,True,3000,1.216454879746251
[32],tanh,0.1,0.0001,0.0,1e-05,64,True,3000,1.2166157193902094
[32],relu,0.03,0.0,0.5,1e-05,64,True,3000,1.2173527075082762
[32],tanh,0.01,0.0,0.9,1e-05,16,False,3000,1.217457030931326
[32],tanh,0.03,0.0001,0.9,1e-05,64,False,3000,1.218155286582672
[32],relu,0.01,0.0,0.5,1e-05,32,True,3000,1.2187457925902687
[32],tanh,0.03,0.0001,0.7,1e-05,64,True,3000,1.219437333523763
[32],relu,0.03,0.0001,0.7,1e-05,32,True,3000,1.2198253901795262
[32],tanh,0.3,0.0001,0.7,1e-05,64,True,3000,1.22010663768389
[32],tanh,0.1,0.0001,0.5,1e-05,32,False,3000,1.2201742934593676
[32],tanh,0.01,0.0,0.5,1e-05,32,False,3000,1.220609489327607
[32],tanh,0.03,0.0001,0.9,1e-05,32,False,3000,1.2206696531838015
[32],relu,0.1,0.0001,0.5,1e-05,64,False,3000,1.2213587464385014
[32],tanh,0.1,0.0001,0.5,1e-05,16,True,3000,1.221428937140303
[32],tanh,0.003,0.0,0.7,1e-05,16,False,3000,1.2222765951026886
[32],tanh,0.1,0.0001,0.5,1e-05,32,True,3000,1.2228747822818005
[32],tanh,0.03,0.0,0.0,1e-05,32,False,3000,1.2232423380854152
[32],tanh,0.03,0.0001,0.7,1e-05,32,True,3000,1.2243207357662067
[32],tanh,0.03,0.0001,0.9,1e-05,32,True,3000,1.2245573326159094
[32],tanh,0.03,0.0001,0.7,1e-05,64,False,3000,1.2245728229304058
[32],relu,0.1,0.0001,0.0,1e-05,64,False,3000,1.2246963244601607
[32],tanh,0.01,0.0,0.9,1e-05,64,False,3000,1.225177002521826
[32],relu,0.1,0.0001,0.0,1e-05,32,True,3000,1.225602276490124
[32],tanh,0.1,0.0,0.5,1e-05,64,True,3000,1.2260554752203967
[32],tanh,0.03,0.0001,0.5,1e-05,16,True,3000,1.226171777614831
[32],relu,0.03,0.0001,0.5,1e-05,32,True,3000,1.2266149794850698
[32],relu,0.1,0.0001,0.7,1e-05,16,True,3000,1.2266529165377826
[32],tanh,0.03,0.0001,0.7,1e-05,32,False,3000,1.2270947886664043
[32],tanh,0.1,0.0001,0.7,1e-05,16,True,3000,1.2273613948366289
[32],tanh,0.01,0.0,0.0,1e-05,32,True,3000,1.2274947310831914
[32],tanh,0.003,0.0,0.7,1e-05,16,True,3000,1.2276229055032808
[32],relu,0.1,0.0001,0.7,1e-05,64,False,3000,1.2278175722770546
[32],relu,0.03,0.0001,0.9,1e-05,64,False,3000,1.2278821432057376
[32],relu,0.03,0.0001,0.9,1e-05,16,True,3000,1.2284073788706245
[32],tanh,0.1,0.0001,0.7,1e-05,32,False,3000,1.2290558155346782
[32],tanh,0.03,0.0,0.7,1e-05,32,True,3000,1.2293240715645166
[32],tanh,0.1,0.0001,0.9,1e-05,32,False,3000,1.2300509236734434
[32],tanh,0.1,0.0001,0.9,1e-05,32,True,3000,1.2302712808881529
[32],tanh,0.03,0.0001,0.9,1e-05,16,False,3000,1.230442963788413
[32],tanh,0.3,0.0001,0.0,1e-05,64,False,3000,1.2312491027943993
[32],tanh,0.03,0.0001,0.5,1e-05,64,False,3000,1.2316346069678374
[32],relu,0.1,0.0001,0.7,1e-05,16,False,3000,1.2320584263741892
[32],relu,0.03,0.0001,0.7,1e-05,64,False,3000,1.232701773330923
[32],tanh,0.03,0.0001,0.7,1e-05,16,False,3000,1.2327328206942647
[32],tanh,0.3,0.0001,0.5,1e-05,64,True,3000,1.232736181295233
[32],tanh,0.03,0.0001,0.5,1e-05,16,False,3000,1.232758315215595
[32],relu,0.1,0.0,0.0,1e-05,64,True,3000,1.2331046769968517
[32],tanh,0.01,0.0,0.9,1e-05,64,True,3000,1.2334006426546833
[32],tanh,0.03,0.0001,0.5,1e-05,64,True,3000,1.2335716078728027
[32],relu,0.01,0.0,0.5,1e-05,16,False,3000,1.2340136518683371
[32],tanh,0.1,0.0001,0.9,1e-05,64,True,3000,1.2349980454407976
[32],relu,0.01,0.0,0.5,1e-05,16,True,3000,1.2351608178892588
[32],tanh,0.03,0.0,0.5,1e-05,32,False,3000,1.2353503863176116
[32],tanh,0.03,0.0001,0.5,1e-05,32,False,3000,1.2358722165106244
[32],tanh,0.1,0.0001,0.0,1e-05,16,True,3000,1.2360451633932397
[32],tanh,0.01,0.0,0.7,1e-05,64,False,3000,1.2362731513390417
[32],relu,0.1,0.0001,0.5,1e-05,16,True,3000,1.2363954008740616
[32],tanh,0.03,0.0,0.0,1e-05,16,False,3000,1.2365391277503983
[32],tanh,0.1,0.0001,0.5,1e-05,16,False,3000,1.2365688422837755
[32],relu,0.01,0.0,0.9,1e-05,64,False,3000,1.2369692565037989
[32],relu,0.03,0.0001,0.9,1e-05,64,True,3000,1.2370870073766764
[32],relu,0.003,0.0,0.9,1e-05,16,True,3000,1.2372043342942485
[32],tanh,0.01,0.0,0.0,1e-05,32,False,3000,1.2372556468652165
[32],tanh,0.1,0.0001,0.7,1e-05,32,True,3000,1.237590776547453
[32],relu,0.01,0.0,0.7,1e-05,32,True,3000,1.23776350995993
[32],tanh,0.03,0.0,0.5,1e-05,32,True,3000,1.2379624498952595
[32],relu,0.1,0.0001,0.9,1e-05,16,False,3000,1.238210148111851
[32],tanh,0.03,0.0,0.7,1e-05,32,False,3000,1.2390409269260627
[32],relu,0.003,0.0,0.9,1e-05,16,False,3000,1.2390829807403312
[32],tanh,0.03,0.0,0.7,1e-05,16,True,3000,1.2393818239241683
[32],relu,0.01,0.0,0.7,1e-05,32,False,3000,1.240065229824289
[32],tanh,0.03,0.0,0.0,1e-05,16,True,3000,1.2401063388953144
[32],tanh,0.1,0.0,0.7,1e-05,64,True,3000,1.2411567168360855
[32],relu,0.03,0.0,0.0,1e-05,64,True,3000,1.2416113255410284
[32],relu,0.03,0.0001,0.5,1e-05,16,True,3000,1.241793503700921
[32],relu,0.1,0.0001,0.5,1e-05,16,False,3000,1.2420517345275646
[32],relu,0.1,0.0001,0.5,1e-05,64,True,3000,1.2427783253639524
[32],tanh,0.003,0.0,0.5,1e-05,16,False,3000,1.2434805814705028
[32],tanh,0.1,0.0001,0.9,1e-05,16,True,3000,1.2436390176782288
[32],relu,0.1,0.0001,0.9,1e-05,16,True,3000,1.243935753620562
[32],tanh,0.03,0.0,0.9,1e-05,32,True,3000,1.2443532111983984
[32],relu,0.03,0.0001,0.9,1e-05,32,False,3000,1.2447422744406889
[32],tanh,0.1,0.0001,0.0,1e-05,16,False,3000,1.2448509975891522
[32],relu,0.01,0.0,0.7,1e-05,16,True,3000,1.2450380306765831
[32],relu,0.1,0.0001,0.7,1e-05,32,False,3000,1.2454541164404656
[32],tanh,0.003,0.0,0.5,1e-05,16,True,3000,1.2457437645274685
[32],relu,0.03,0.0,0.5,1e-05,64,False,3000,1.2458718478100548
[32],tanh,0.01,0.0,0.5,1e-05,64,True,3000,1.2460062450272331
[32],relu,0.03,0.0001,0.5,1e-05,64,True,3000,1.2465692190787887
[32],relu,0.01,0.0,0.7,1e-05,64,False,3000,1.246746464485981
[32],tanh,0.3,0.0001,0.7,1e-05,64,False,3000,1.247018845320939
[32],relu,0.01,0.0,0.0,1e-05,16,True,3000,1.2472840095512316
[32],relu,0.01,0.0,0.5,1e-05,32,False,3000,1.2478329952943037
[32],tanh,0.3,0.0001,0.5,1e-05,64,False,3000,1.24823365191673
[32],tanh,0.03,0.0,0.9,1e-05,32,False,3000,1.2485271710252217
[32],tanh,0.3,0.0001,0.0,1e-05,64,True,3000,1.2495609792552398
[32],tanh,0.3,0.0001,0.9,1e-05,64,False,3000,1.2495838720289316
[32],relu,0.03,0.0001,0.7,1e-05,32,False,3000,1.2497567280122786
[32],relu,0.003,0.0,0.7,1e-05,16,False,3000,1.250230135162507
[32],relu,0.01,0.0,0.9,1e-05,32,False,3000,1.2502731346508085
[32],relu,0.03,0.0,0.7,1e-05,64,True,3000,1.250991533910478
[32],relu,0.03,0.0,0.0,1e-05,64,False,3000,1.2511996592979522
[32],tanh,0.03,0.0001,0.0,1e-05,16,True,3000,1.2512748991468596
[32],relu,0.03,0.0001,0.7,1e-05,16,False,3000,1.2519707384322296
[32],relu,0.01,0.0,0.9,1e-05,16,False,3000,1.2519904739870378
[32],tanh,0.01,0.0,0.7,1e-05,64,True,3000,1.25208097086599
[32],relu,0.01,0.0,0.9,1e-05,64,True,3000,1.2523513576995209
[32],relu,0.03,0.0001,0.9,1e-05,16,False,3000,1.253555979093099
[32],relu,0.03,0.0001,0.5,1e-05,64,False,3000,1.2536145079063783
[32],tanh,0.1,0.0001,0.7,1e-05,16,False,3000,1.2540527973031297
[32],relu,0.01,0.0,0.0,1e-05,32,False,3000,1.2541873118127769
[32],relu,0.03,0.0001,0.0,1e-05,32,True,3000,1.2547872426143978
[32],relu,0.03,0.0001,0.5,1e-05,16,False,3000,1.254787861056502
[32],relu,0.003,0.0,0.5,1e-05,16,True,3000,1.2547892639195308
[32],relu,0.03,0.0,0.0,1e-05,32,True,3000,1.2549788221657436
[32],relu,0.1,0.0001,0.0,1e-05,16,False,3000,1.2552195704147042
[32],relu,0.01,0.0,0.7,1e-05,64,True,3000,1.2561089588197978
[32],relu,0.03,0.0001,0.5,1e-05,32,False,3000,1.2570393777234483
[32],tanh,0.01,0.0,0.5,1e-05,64,False,3000,1.257721279051212
[32],relu,0.01,0.0,0.0,1e-05,16,False,3000,1.258017858748435
[32],tanh,0.1,0.0001,0.9,1e-05,16,False,3000,1.258068919043352
[32],relu,0.1,0.0001,0.5,1e-05,32,True,3000,1.2581130167252836
[32],relu,0.003,0.0,0.7,1e-05,16,True,3000,1.2584532230032115
[32],tanh,0.1,0.0001,0.0,1e-05,32,False,3000,1.259993864537973
[32],relu,0.03,0.0,0.9,1e-05,64,True,3000,1.2600003197632603
[32],relu,0.1,0.0,0.9,1e-05,64,True,3000,1.260239768896681
[32],tanh,0.03,0.0001,0.5,1e-05,32,True,3000,1.2605597404136626
[32],relu,0.01,0.0,0.5,1e-05,64,True,3000,1.2607161211168776
[32],tanh,0.3,0.0001,0.9,1e-05,64,True,3000,1.2609527023371911
[32],tanh,0.03,0.0001,0.0,1e-05,32,True,3000,1.2622961210526162
[32],relu,0.01,0.0,0.0,1e-05,32,True,3000,1.2630196322036131
[32],tanh,0.1,0.0,0.9,1e-05,64,False,3000,1.2633621286445686
[32],tanh,0.03,0.0001,0.0,1e-05,16,False,3000,1.2635242435682406
[32],tanh,0.03,0.0,0.9,1e-05,16,True,3000,1.26468649417908
[32],relu,0.003,0.0,0.5,1e-05,16,False,3000,1.2654143895605066
[32],tanh,0.1,0.0,0.9,1e-05,64,True,3000,1.2655215083843203
[32],relu,0.1,0.0001,0.5,1e-05,32,False,3000,1.2661065030037344
[32],tanh,0.03,0.0,0.5,1e-05,16,True,3000,1.2661068984244692
[32],relu,0.01,0.0,0.9,1e-05,16,True,3000,1.2662253993954553
[32],relu,0.03,0.0001,0.0,1e-05,16,True,3000,1.2669729268571053
[32],relu,0.1,0.0001,0.0,1e-05,32,False,3000,1.2677194147572768
[32],relu,0.03,0.0,0.9,1e-05,64,False,3000,1.2681387790072416
[32],relu,0.1,0.0,0.0,1e-05,64,False,3000,1.271061478364211
[32],tanh,0.3,0.0001,0.5,1e-05,16,True,3000,1.2718788267388992
[32],tanh,0.3,0.0,0.5,1e-05,64,True,3000,1.2719151329678613
[32],relu,0.003,0.0,0.0,1e-05,16,False,3000,1.2737677684555575
[32],tanh,0.1,0.0,0.5,1e-05,64,False,3000,1.2741268519817168
[32],relu,0.01,0.0,0.5,1e-05,64,False,3000,1.2744338197335614
[32],tanh,0.3,0.0,0.9,1e-05,64,True,3000,1.2761292748219453
[32],relu,0.03,0.0001,0.0,1e-05,64,True,3000,1.2769505851733154
[32],tanh,0.1,0.0,0.7,1e-05,64,False,3000,1.2794403172276383
[32],relu,0.03,0.0,0.7,1e-05,64,False,3000,1.280578835967906
[32],relu,0.1,0.0001,0.7,1e-05,32,True,3000,1.280765669877436
[32],relu,0.003,0.0,0.9,1e-05,32,True,3000,1.2810416362856027
[32],relu,0.01,0.0,0.0,1e-05,64,True,3000,1.2813200720533977
[32],tanh,0.3,0.0001,0.7,1e-05,32,False,3000,1.2822393921350348
[32],relu,0.03,0.0001,0.0,1e-05,64,False,3000,1.2826803785047332
